,Area,N_vertices,Perimetro,Class
829,15901.0,4,547.7644996643066,6
830,15909.5,4,548.3502861261368,6
831,15897.5,4,550.3502861261368,6
832,23815.0,4,762.877197265625,7
833,23972.5,4,756.6345566511154,7
834,23880.0,4,760.0487703084946,7
835,23716.0,4,765.7056243419647,7
836,1505.0,6,1479.009230017662,7
837,1479.5,8,1474.281309247017,7
838,1505.5,8,1471.4528821706772,7
839,1533.0,6,1475.3523774147034,7
840,31.5,3,34.041629910469055,7
841,352.0,4,320.08326029777527,7
842,255.5,4,293.0954524278641,7
843,95.5,2,105.29646289348602,7
844,18.0,4,22.0,7
845,18.0,4,22.0,7
846,4.0,4,8.0,7
847,18.0,4,22.0,7
848,23266.5,4,686.6345566511154,7
849,23288.5,4,675.8061295747757,7
850,23194.5,4,677.4629837274551,7
851,23170.5,4,687.4629838466644,7
852,11.0,3,34.485281229019165,7
853,75.5,2,89.89949476718903,7
854,11.0,3,34.485281229019165,7
855,481.5,4,572.4680362939835,7
856,29417.5,4,851.2619735002518,7
857,29491.0,4,849.5046141147614,7
858,29199.0,4,845.5046141147614,7
859,29124.5,4,847.2619735002518,7
860,27.5,3,43.899494767189026,7
861,38.5,2,156.3847759962082,7
862,32.5,2,157.2132030725479,7
863,26.5,2,42.72792184352875,7
864,1093.5,8,1081.8549025058746,7
865,1090.0,8,1084.0975425243378,7
866,1113.0,8,1081.612261891365,7
867,73.5,2,101.21320307254791,7
868,1101.0,8,1384.9259675741196,7
869,1139.5,8,1384.5411915779114,7
870,194.0,2,371.25483322143555,7
871,186.0,2,364.911687374115,7
872,52.0,2,66.48528122901917,7
873,35.0,3,42.485281229019165,7
874,40.0,3,42.485281229019165,7
875,125.0,2,138.97056245803833,7
876,24094.5,4,766.9432110786438,7
877,24274.0,4,755.8721432685852,7
878,1324.5,8,1466.874230146408,7
879,1349.5,8,1455.7026572227478,7
880,3.5,5,7.414213538169861,7
881,3.5,5,7.414213538169861,7
882,4.0,4,8.0,7
883,4.0,4,8.0,7
884,13954.5,4,659.9482644796371,7
